2026-02-28T09:53:46: 2026-02-28 09:53:46 | INFO    | ✅ БД urgent_news инициализирована
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (3.1ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (3.4ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (3.8ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (4.4ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (4.7ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (5.0ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (5.4ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ⏭️ Пропущена старая новость (5.7ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:03:11: 2026-02-28 23:03:11 | INFO    | ✅ Цикл завершён
2026-02-28T23:05:11: 2026-02-28 23:05:11 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:05:11: 2026-02-28 23:05:11 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:05:11: 2026-02-28 23:05:11 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:05:11: 2026-02-28 23:05:11 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (3.2ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (3.4ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (3.8ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (4.4ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (4.7ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (5.1ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (5.4ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ⏭️ Пропущена старая новость (5.7ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:05:12: 2026-02-28 23:05:12 | INFO    | ✅ Цикл завершён
2026-02-28T23:07:12: 2026-02-28 23:07:12 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:07:12: 2026-02-28 23:07:12 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (3.2ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (3.5ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (3.9ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (4.4ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (4.8ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (5.1ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (5.5ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ⏭️ Пропущена старая новость (5.7ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:07:13: 2026-02-28 23:07:13 | INFO    | ✅ Цикл завершён
2026-02-28T23:09:13: 2026-02-28 23:09:13 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:09:14: 2026-02-28 23:09:14 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:09:14: 2026-02-28 23:09:14 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:09:14: 2026-02-28 23:09:14 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (3.2ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (3.5ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (3.9ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (4.5ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (4.8ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (5.1ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (5.5ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ⏭️ Пропущена старая новость (5.8ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:09:15: 2026-02-28 23:09:15 | INFO    | ✅ Цикл завершён
2026-02-28T23:11:15: 2026-02-28 23:11:15 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:11:15: 2026-02-28 23:11:15 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:11:15: 2026-02-28 23:11:15 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:11:15: 2026-02-28 23:11:15 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (3.3ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (3.6ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (3.9ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (4.5ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (4.8ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (5.2ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (5.5ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ⏭️ Пропущена старая новость (5.8ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:11:16: 2026-02-28 23:11:16 | INFO    | ✅ Цикл завершён
2026-02-28T23:13:16: 2026-02-28 23:13:16 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (3.3ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (3.6ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (4.0ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (4.5ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (4.9ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (5.2ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (5.6ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ⏭️ Пропущена старая новость (5.8ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:13:17: 2026-02-28 23:13:17 | INFO    | ✅ Цикл завершён
2026-02-28T23:15:17: 2026-02-28 23:15:17 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:15:18: 2026-02-28 23:15:18 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:15:18: 2026-02-28 23:15:18 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:15:18: 2026-02-28 23:15:18 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (3.3ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (3.6ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (4.0ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (4.6ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (4.9ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (5.2ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (5.6ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ⏭️ Пропущена старая новость (5.9ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:15:19: 2026-02-28 23:15:19 | INFO    | ✅ Цикл завершён
2026-02-28T23:17:19: 2026-02-28 23:17:19 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:17:19: 2026-02-28 23:17:19 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:17:19: 2026-02-28 23:17:19 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:17:19: 2026-02-28 23:17:19 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (3.4ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (3.7ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (4.0ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (4.6ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (4.9ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (5.3ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (5.6ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ⏭️ Пропущена старая новость (5.9ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:17:20: 2026-02-28 23:17:20 | INFO    | ✅ Цикл завершён
2026-02-28T23:19:20: 2026-02-28 23:19:20 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:19:20: 2026-02-28 23:19:20 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:19:20: 2026-02-28 23:19:20 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:19:20: 2026-02-28 23:19:20 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (3.4ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (3.7ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (4.1ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (4.6ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (5.0ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (5.3ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (5.7ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ⏭️ Пропущена старая новость (5.9ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:19:21: 2026-02-28 23:19:21 | INFO    | ✅ Цикл завершён
2026-02-28T23:21:21: 2026-02-28 23:21:21 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (3.4ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (3.7ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (4.1ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (4.7ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (5.0ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (5.3ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (5.7ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ⏭️ Пропущена старая новость (6.0ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:21:22: 2026-02-28 23:21:22 | INFO    | ✅ Цикл завершён
2026-02-28T23:23:22: 2026-02-28 23:23:22 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (3.5ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (3.8ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (4.1ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (4.7ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (5.0ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (5.4ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (5.7ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ⏭️ Пропущена старая новость (6.0ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:23:23: 2026-02-28 23:23:23 | INFO    | ✅ Цикл завершён
2026-02-28T23:25:23: 2026-02-28 23:25:23 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | 🔄 Срочная новость - похожий заголовок (70%): 'Япония сообщила, что конфликт на Ближнем Востоке н' ~ 'Япония сообщила, что конфликт на Ближнем Востоке н'
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | 🔄 Дубликат (urgent_similar_title): Япония сообщила, что конфликт на Ближнем Востоке н
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (3.5ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (3.8ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (4.2ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (4.7ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (5.1ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (5.4ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (5.8ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ⏭️ Пропущена старая новость (6.0ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:25:24: 2026-02-28 23:25:24 | INFO    | ✅ Цикл завершён
2026-02-28T23:27:24: 2026-02-28 23:27:24 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (3.5ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (3.8ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (4.2ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (4.8ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (5.1ч > 3ч): Иран начал блокировать Ормузский пролив
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (5.4ч > 3ч): «Красный Полумесяц» сообщил о гибели более 200 чел
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (5.8ч > 3ч): Карасин: ссылки на угрозы, якобы исходящие от Иран
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ⏭️ Пропущена старая новость (6.1ч > 3ч): Эксперт назвал удары по Ирану «дипломатией под дул
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | 📰 economy: найдено 22 новостей
2026-02-28T23:27:25: 2026-02-28 23:27:25 | INFO    | ✅ Цикл завершён
2026-02-28T23:29:25: 2026-02-28 23:29:25 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T23:29:26: 2026-02-28 23:29:26 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T23:29:26: 2026-02-28 23:29:26 | INFO    | ⏭️ Пропущена старая новость (3.6ч > 3ч): Нетаньяху призвал иранцев выйти на улицы и заявил,
2026-02-28T23:29:26: 2026-02-28 23:29:26 | INFO    | ⏭️ Пропущена старая новость (3.9ч > 3ч): Трамп: сделка с Ираном была близка, но Тегеран отс
2026-02-28T23:29:26: 2026-02-28 23:29:26 | INFO    | ⏭️ Пропущена старая новость (4.2ч > 3ч): Зять и невестка Хаменеи погибли при ударе по Ирану
2026-02-28T23:29:26: 2026-02-28 23:29:26 | INFO    | ⏭️ Пропущена старая новость (4.8ч > 3ч): Главы МИД стран ЕС проведут заседание по Ирану 1 м
